Trace tail: last 500 steps before hitting 5M t-state limit.
Generated 2026-05-10. Full trace: 563808 steps, 5,000,008 t-states, iff1=false at cutoff.
Final PC at cutoff: 0x11E5 (inside RAMTOP-scan loop 2).

At the 5M t-state mark, the CPU is deep in loop 2 (0x11E2-0x11ED, scanning RAM upward).
Loop 2 takes ~4.1M t-states total. This trace is the middle of loop 2.

Extended trace (run-to-EI, 20M t-state limit) shows iff1=true at 5,705,613 t-states = 81.6 frames.

Columns: stepN, PC, opByte, A=, F=, BC=, DE=, HL=, SP=, I=, R=, iff1=, tStates=
639123, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0037, DE=0xFF8E, HL=0x3E3E, SP=0xFFFF, I=0x3F, R=0x08, iff1=false, tStates=5704267
639124, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0036, DE=0xFF8D, HL=0x3E3D, SP=0xFFFF, I=0x3F, R=0x0A, iff1=false, tStates=5704288
639125, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0035, DE=0xFF8C, HL=0x3E3C, SP=0xFFFF, I=0x3F, R=0x0C, iff1=false, tStates=5704309
639126, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0034, DE=0xFF8B, HL=0x3E3B, SP=0xFFFF, I=0x3F, R=0x0E, iff1=false, tStates=5704330
639127, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0033, DE=0xFF8A, HL=0x3E3A, SP=0xFFFF, I=0x3F, R=0x10, iff1=false, tStates=5704351
639128, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0032, DE=0xFF89, HL=0x3E39, SP=0xFFFF, I=0x3F, R=0x12, iff1=false, tStates=5704372
639129, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0031, DE=0xFF88, HL=0x3E38, SP=0xFFFF, I=0x3F, R=0x14, iff1=false, tStates=5704393
639130, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0030, DE=0xFF87, HL=0x3E37, SP=0xFFFF, I=0x3F, R=0x16, iff1=false, tStates=5704414
639131, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x002F, DE=0xFF86, HL=0x3E36, SP=0xFFFF, I=0x3F, R=0x18, iff1=false, tStates=5704435
639132, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x002E, DE=0xFF85, HL=0x3E35, SP=0xFFFF, I=0x3F, R=0x1A, iff1=false, tStates=5704456
639133, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x002D, DE=0xFF84, HL=0x3E34, SP=0xFFFF, I=0x3F, R=0x1C, iff1=false, tStates=5704477
639134, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x002C, DE=0xFF83, HL=0x3E33, SP=0xFFFF, I=0x3F, R=0x1E, iff1=false, tStates=5704498
639135, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x002B, DE=0xFF82, HL=0x3E32, SP=0xFFFF, I=0x3F, R=0x20, iff1=false, tStates=5704519
639136, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x002A, DE=0xFF81, HL=0x3E31, SP=0xFFFF, I=0x3F, R=0x22, iff1=false, tStates=5704540
639137, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0029, DE=0xFF80, HL=0x3E30, SP=0xFFFF, I=0x3F, R=0x24, iff1=false, tStates=5704561
639138, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0028, DE=0xFF7F, HL=0x3E2F, SP=0xFFFF, I=0x3F, R=0x26, iff1=false, tStates=5704582
639139, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0027, DE=0xFF7E, HL=0x3E2E, SP=0xFFFF, I=0x3F, R=0x28, iff1=false, tStates=5704603
639140, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0026, DE=0xFF7D, HL=0x3E2D, SP=0xFFFF, I=0x3F, R=0x2A, iff1=false, tStates=5704624
639141, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0025, DE=0xFF7C, HL=0x3E2C, SP=0xFFFF, I=0x3F, R=0x2C, iff1=false, tStates=5704645
639142, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0024, DE=0xFF7B, HL=0x3E2B, SP=0xFFFF, I=0x3F, R=0x2E, iff1=false, tStates=5704666
639143, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0023, DE=0xFF7A, HL=0x3E2A, SP=0xFFFF, I=0x3F, R=0x30, iff1=false, tStates=5704687
639144, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0022, DE=0xFF79, HL=0x3E29, SP=0xFFFF, I=0x3F, R=0x32, iff1=false, tStates=5704708
639145, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0021, DE=0xFF78, HL=0x3E28, SP=0xFFFF, I=0x3F, R=0x34, iff1=false, tStates=5704729
639146, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0020, DE=0xFF77, HL=0x3E27, SP=0xFFFF, I=0x3F, R=0x36, iff1=false, tStates=5704750
639147, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x001F, DE=0xFF76, HL=0x3E26, SP=0xFFFF, I=0x3F, R=0x38, iff1=false, tStates=5704771
639148, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x001E, DE=0xFF75, HL=0x3E25, SP=0xFFFF, I=0x3F, R=0x3A, iff1=false, tStates=5704792
639149, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x001D, DE=0xFF74, HL=0x3E24, SP=0xFFFF, I=0x3F, R=0x3C, iff1=false, tStates=5704813
639150, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x001C, DE=0xFF73, HL=0x3E23, SP=0xFFFF, I=0x3F, R=0x3E, iff1=false, tStates=5704834
639151, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x001B, DE=0xFF72, HL=0x3E22, SP=0xFFFF, I=0x3F, R=0x40, iff1=false, tStates=5704855
639152, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x001A, DE=0xFF71, HL=0x3E21, SP=0xFFFF, I=0x3F, R=0x42, iff1=false, tStates=5704876
639153, 0x120A, 0xED, A=0x3F, F=0x24, BC=0x0019, DE=0xFF70, HL=0x3E20, SP=0xFFFF, I=0x3F, R=0x44, iff1=false, tStates=5704897
639154, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0018, DE=0xFF6F, HL=0x3E1F, SP=0xFFFF, I=0x3F, R=0x46, iff1=false, tStates=5704918
639155, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0017, DE=0xFF6E, HL=0x3E1E, SP=0xFFFF, I=0x3F, R=0x48, iff1=false, tStates=5704939
639156, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0016, DE=0xFF6D, HL=0x3E1D, SP=0xFFFF, I=0x3F, R=0x4A, iff1=false, tStates=5704960
639157, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0015, DE=0xFF6C, HL=0x3E1C, SP=0xFFFF, I=0x3F, R=0x4C, iff1=false, tStates=5704981
639158, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0014, DE=0xFF6B, HL=0x3E1B, SP=0xFFFF, I=0x3F, R=0x4E, iff1=false, tStates=5705002
639159, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0013, DE=0xFF6A, HL=0x3E1A, SP=0xFFFF, I=0x3F, R=0x50, iff1=false, tStates=5705023
639160, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0012, DE=0xFF69, HL=0x3E19, SP=0xFFFF, I=0x3F, R=0x52, iff1=false, tStates=5705044
639161, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0011, DE=0xFF68, HL=0x3E18, SP=0xFFFF, I=0x3F, R=0x54, iff1=false, tStates=5705065
639162, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0010, DE=0xFF67, HL=0x3E17, SP=0xFFFF, I=0x3F, R=0x56, iff1=false, tStates=5705086
639163, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x000F, DE=0xFF66, HL=0x3E16, SP=0xFFFF, I=0x3F, R=0x58, iff1=false, tStates=5705107
639164, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x000E, DE=0xFF65, HL=0x3E15, SP=0xFFFF, I=0x3F, R=0x5A, iff1=false, tStates=5705128
639165, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x000D, DE=0xFF64, HL=0x3E14, SP=0xFFFF, I=0x3F, R=0x5C, iff1=false, tStates=5705149
639166, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x000C, DE=0xFF63, HL=0x3E13, SP=0xFFFF, I=0x3F, R=0x5E, iff1=false, tStates=5705170
639167, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x000B, DE=0xFF62, HL=0x3E12, SP=0xFFFF, I=0x3F, R=0x60, iff1=false, tStates=5705191
639168, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x000A, DE=0xFF61, HL=0x3E11, SP=0xFFFF, I=0x3F, R=0x62, iff1=false, tStates=5705212
639169, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0009, DE=0xFF60, HL=0x3E10, SP=0xFFFF, I=0x3F, R=0x64, iff1=false, tStates=5705233
639170, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0008, DE=0xFF5F, HL=0x3E0F, SP=0xFFFF, I=0x3F, R=0x66, iff1=false, tStates=5705254
639171, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0007, DE=0xFF5E, HL=0x3E0E, SP=0xFFFF, I=0x3F, R=0x68, iff1=false, tStates=5705275
639172, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0006, DE=0xFF5D, HL=0x3E0D, SP=0xFFFF, I=0x3F, R=0x6A, iff1=false, tStates=5705296
639173, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0005, DE=0xFF5C, HL=0x3E0C, SP=0xFFFF, I=0x3F, R=0x6C, iff1=false, tStates=5705317
639174, 0x120A, 0xED, A=0x3F, F=0x0C, BC=0x0004, DE=0xFF5B, HL=0x3E0B, SP=0xFFFF, I=0x3F, R=0x6E, iff1=false, tStates=5705338
639175, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0003, DE=0xFF5A, HL=0x3E0A, SP=0xFFFF, I=0x3F, R=0x70, iff1=false, tStates=5705359
639176, 0x120A, 0xED, A=0x3F, F=0x04, BC=0x0002, DE=0xFF59, HL=0x3E09, SP=0xFFFF, I=0x3F, R=0x72, iff1=false, tStates=5705380
639177, 0x120A, 0xED, A=0x3F, F=0x2C, BC=0x0001, DE=0xFF58, HL=0x3E08, SP=0xFFFF, I=0x3F, R=0x74, iff1=false, tStates=5705401
639178, 0x120C, 0xEB, A=0x3F, F=0x28, BC=0x0000, DE=0xFF57, HL=0x3E07, SP=0xFFFF, I=0x3F, R=0x76, iff1=false, tStates=5705417
639179, 0x120D, 0x23, A=0x3F, F=0x28, BC=0x0000, DE=0x3E07, HL=0xFF57, SP=0xFFFF, I=0x3F, R=0x77, iff1=false, tStates=5705421
639180, 0x120E, 0x22, A=0x3F, F=0x28, BC=0x0000, DE=0x3E07, HL=0xFF58, SP=0xFFFF, I=0x3F, R=0x78, iff1=false, tStates=5705427
639181, 0x1211, 0x2B, A=0x3F, F=0x28, BC=0x0000, DE=0x3E07, HL=0xFF58, SP=0xFFFF, I=0x3F, R=0x79, iff1=false, tStates=5705443
639182, 0x1212, 0x01, A=0x3F, F=0x28, BC=0x0000, DE=0x3E07, HL=0xFF57, SP=0xFFFF, I=0x3F, R=0x7A, iff1=false, tStates=5705449
639183, 0x1215, 0xED, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF57, SP=0xFFFF, I=0x3F, R=0x7B, iff1=false, tStates=5705459
639184, 0x1219, 0x22, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF57, SP=0xFFFF, I=0x3F, R=0x7D, iff1=false, tStates=5705479
639185, 0x121C, 0x21, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF57, SP=0xFFFF, I=0x3F, R=0x7E, iff1=false, tStates=5705495
639186, 0x121F, 0x22, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0x3C00, SP=0xFFFF, I=0x3F, R=0x7F, iff1=false, tStates=5705505
639187, 0x1222, 0x2A, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0x3C00, SP=0xFFFF, I=0x3F, R=0x00, iff1=false, tStates=5705521
639188, 0x1225, 0x36, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF57, SP=0xFFFF, I=0x3F, R=0x01, iff1=false, tStates=5705537
639189, 0x1227, 0x2B, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF57, SP=0xFFFF, I=0x3F, R=0x02, iff1=false, tStates=5705547
639190, 0x1228, 0xF9, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF56, SP=0xFFFF, I=0x3F, R=0x03, iff1=false, tStates=5705553
639191, 0x1229, 0x2B, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF56, SP=0xFF56, I=0x3F, R=0x04, iff1=false, tStates=5705559
639192, 0x122A, 0x2B, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF55, SP=0xFF56, I=0x3F, R=0x05, iff1=false, tStates=5705565
639193, 0x122B, 0x22, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF54, SP=0xFF56, I=0x3F, R=0x06, iff1=false, tStates=5705571
639194, 0x122E, 0xED, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF54, SP=0xFF56, I=0x3F, R=0x07, iff1=false, tStates=5705587
639195, 0x1230, 0xFD, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF54, SP=0xFF56, I=0x3F, R=0x09, iff1=false, tStates=5705595
639196, 0x1234, 0xFB, A=0x3F, F=0x28, BC=0x0040, DE=0x3E07, HL=0xFF54, SP=0xFF56, I=0x3F, R=0x0B, iff1=false, tStates=5705609
